id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria,volveria_comprar,calificacion_general
4665,Tacos,Diario,119,5,4,Rápido,Bajo,9,True,5
4666,Pollo Frito,Quincenal,79,7,8,Lento,Bajo,10,False,7
4667,Hamburguesas,Semanal,74,9,8,Rápido,Bajo,6,False,5
4668,Hot Dogs,Quincenal,90,8,0,Aceptable,Medio,5,True,0
4669,Pizza,Quincenal,34,3,2,Rápido,Bajo,0,True,3
4670,Hot Dogs,Quincenal,115,3,1,Aceptable,Alto,10,True,2
4671,Pizza,Quincenal,64,5,0,Aceptable,Bajo,10,False,1
4672,Pollo Frito,Mensual,72,7,9,Aceptable,Medio,0,True,9
4673,Hot Dogs,Mensual,120,6,1,Lento,Medio,0,False,0
4674,Pizza,Quincenal,69,8,2,Rápido,Medio,8,False,1
4675,Hamburguesas,Quincenal,97,5,5,Rápido,Bajo,1,True,1
4676,Pollo Frito,Diario,39,0,4,Lento,Bajo,2,False,10
4677,Tacos,Mensual,119,0,3,Rápido,Medio,6,True,2
4678,Tacos,Quincenal,51,6,8,Lento,Bajo,10,True,0
4679,Pollo Frito,Mensual,30,7,10,Aceptable,Medio,8,True,3
4680,Hot Dogs,Mensual,69,10,1,Rápido,Bajo,6,True,0
4681,Tacos,Diario,99,6,8,Rápido,Medio,6,True,4
4682,Pollo Frito,Mensual,30,5,3,Aceptable,Bajo,8,True,4
4683,Hot Dogs,Diario,109,10,7,Lento,Alto,6,False,8
4684,Hot Dogs,Semanal,80,6,4,Lento,Alto,6,True,3
4685,Pizza,Quincenal,29,4,6,Lento,Bajo,3,False,7
4686,Hamburguesas,Quincenal,25,3,5,Rápido,Bajo,1,True,0
4687,Hamburguesas,Semanal,41,1,6,Lento,Bajo,6,True,10
4688,Hamburguesas,Mensual,28,6,5,Lento,Alto,0,False,5
4689,Hot Dogs,Semanal,120,10,6,Rápido,Bajo,7,True,8
4690,Tacos,Semanal,63,7,4,Lento,Bajo,2,True,1
4691,Hamburguesas,Mensual,88,8,7,Rápido,Bajo,1,True,5
4692,Pollo Frito,Semanal,74,10,0,Aceptable,Alto,1,False,6
4693,Hamburguesas,Semanal,65,7,9,Rápido,Alto,9,True,8
4694,Pollo Frito,Quincenal,80,10,5,Rápido,Medio,8,False,8
4695,Pollo Frito,Semanal,73,4,5,Rápido,Alto,5,True,0
4696,Hot Dogs,Quincenal,71,1,8,Lento,Medio,6,True,6
4697,Pizza,Semanal,37,4,7,Aceptable,Alto,3,False,0
4698,Pollo Frito,Quincenal,64,5,10,Lento,Alto,5,False,3
4699,Hamburguesas,Quincenal,110,4,1,Lento,Alto,5,False,6
4700,Hamburguesas,Diario,84,7,7,Lento,Bajo,6,True,0
4701,Hot Dogs,Semanal,26,5,10,Lento,Alto,5,True,0
4702,Hot Dogs,Diario,77,8,3,Lento,Medio,8,True,7
4703,Pizza,Quincenal,40,8,9,Aceptable,Medio,9,True,6
4704,Pollo Frito,Semanal,74,10,0,Lento,Alto,0,False,7
4705,Hamburguesas,Diario,50,4,8,Aceptable,Alto,7,True,0
4706,Pollo Frito,Semanal,107,2,2,Aceptable,Bajo,10,True,7
4707,Pizza,Quincenal,69,1,4,Lento,Alto,2,False,9
4708,Pollo Frito,Quincenal,64,1,6,Lento,Alto,6,True,3
4709,Tacos,Semanal,98,9,10,Aceptable,Alto,1,False,7
4710,Tacos,Semanal,100,1,2,Rápido,Alto,7,True,8
4711,Pizza,Quincenal,27,3,4,Lento,Alto,10,False,1
4712,Hamburguesas,Mensual,85,7,7,Rápido,Medio,5,False,0
4713,Pizza,Mensual,113,9,6,Aceptable,Bajo,3,False,0
4714,Hot Dogs,Semanal,90,3,1,Lento,Alto,9,True,5
4715,Pollo Frito,Diario,78,6,3,Rápido,Bajo,10,False,9
4716,Pollo Frito,Diario,100,8,3,Lento,Bajo,1,False,8
4717,Hot Dogs,Diario,79,4,4,Lento,Bajo,2,False,6
4718,Pizza,Diario,63,9,10,Rápido,Medio,6,True,2
4719,Hamburguesas,Quincenal,117,0,4,Lento,Alto,9,False,4
4720,Hamburguesas,Diario,78,0,2,Lento,Alto,0,False,1
4721,Hot Dogs,Semanal,78,2,6,Aceptable,Bajo,8,False,1
4722,Pizza,Semanal,116,1,4,Rápido,Bajo,8,True,1
4723,Pollo Frito,Diario,39,2,4,Aceptable,Alto,5,True,9
4724,Hamburguesas,Mensual,74,7,6,Rápido,Bajo,0,False,0
4725,Hamburguesas,Diario,28,0,10,Rápido,Medio,7,False,0
4726,Hot Dogs,Quincenal,102,3,0,Rápido,Bajo,4,True,8
4727,Pizza,Semanal,28,5,7,Lento,Medio,10,False,1
4728,Tacos,Semanal,89,3,9,Aceptable,Bajo,7,True,3
4729,Pollo Frito,Mensual,24,0,0,Rápido,Bajo,3,False,9
4730,Pizza,Mensual,74,7,9,Aceptable,Bajo,4,False,6
4731,Pizza,Mensual,43,1,10,Rápido,Alto,0,False,1
4732,Pollo Frito,Mensual,107,3,8,Aceptable,Alto,2,False,9
4733,Pizza,Semanal,83,0,0,Rápido,Bajo,9,True,4
4734,Hot Dogs,Diario,55,0,9,Lento,Medio,7,True,8
4735,Pollo Frito,Semanal,95,6,4,Lento,Medio,0,True,0
4736,Hamburguesas,Quincenal,106,2,5,Aceptable,Bajo,5,True,1
4737,Hamburguesas,Semanal,49,9,8,Rápido,Alto,7,True,1
4738,Hamburguesas,Diario,56,0,6,Aceptable,Medio,7,True,7
4739,Hamburguesas,Diario,119,3,2,Rápido,Alto,9,True,5
4740,Hamburguesas,Diario,83,6,1,Rápido,Bajo,1,True,2
4741,Hamburguesas,Diario,53,4,1,Aceptable,Alto,7,True,7
4742,Hot Dogs,Diario,104,0,10,Rápido,Bajo,0,False,4
4743,Pizza,Mensual,42,1,0,Aceptable,Medio,4,True,8
4744,Pollo Frito,Quincenal,50,8,10,Rápido,Bajo,9,False,4
4745,Tacos,Diario,79,7,3,Aceptable,Bajo,4,True,3
4746,Pollo Frito,Mensual,38,7,3,Aceptable,Alto,0,True,0
4747,Pollo Frito,Diario,106,1,6,Aceptable,Alto,4,False,8
4748,Tacos,Semanal,38,6,0,Aceptable,Medio,7,False,2
4749,Tacos,Semanal,110,8,4,Aceptable,Medio,4,False,0
4750,Pizza,Quincenal,105,4,7,Aceptable,Alto,9,False,0
4751,Pollo Frito,Mensual,105,6,2,Aceptable,Alto,9,False,7
4752,Hamburguesas,Quincenal,40,7,1,Lento,Medio,7,False,4
4753,Pizza,Quincenal,66,3,7,Aceptable,Alto,10,False,3
4754,Pollo Frito,Quincenal,80,8,9,Lento,Medio,10,True,9
4755,Hamburguesas,Semanal,38,9,2,Rápido,Alto,6,False,3
4756,Tacos,Diario,99,5,4,Lento,Bajo,7,True,0
4757,Tacos,Mensual,77,7,4,Rápido,Bajo,5,False,5
4758,Tacos,Mensual,27,4,2,Rápido,Medio,3,True,4
4759,Hamburguesas,Quincenal,60,4,1,Lento,Medio,4,True,0
4760,Tacos,Mensual,101,1,5,Lento,Bajo,7,False,3
4761,Hot Dogs,Mensual,21,1,3,Rápido,Bajo,9,True,8
4762,Pizza,Semanal,23,6,7,Lento,Alto,3,True,3
4763,Pollo Frito,Quincenal,100,5,3,Lento,Alto,9,False,7
4764,Tacos,Semanal,60,0,5,Aceptable,Bajo,8,False,10
4765,Hot Dogs,Mensual,86,7,9,Lento,Bajo,3,True,10
4766,Tacos,Mensual,60,7,2,Lento,Alto,5,False,6
4767,Hot Dogs,Quincenal,89,9,10,Rápido,Alto,3,True,7
4768,Pollo Frito,Mensual,89,5,1,Lento,Medio,9,True,0
4769,Pollo Frito,Semanal,60,7,1,Aceptable,Medio,5,True,10
4770,Hamburguesas,Semanal,47,0,3,Rápido,Medio,2,False,6
4771,Pollo Frito,Diario,69,10,6,Lento,Bajo,3,False,1
4772,Pizza,Mensual,69,2,1,Aceptable,Alto,7,True,7
4773,Hamburguesas,Quincenal,117,6,7,Lento,Bajo,2,False,4
4774,Hamburguesas,Quincenal,34,8,8,Aceptable,Medio,5,True,9
4775,Hot Dogs,Semanal,111,2,6,Aceptable,Medio,4,True,2
4776,Pollo Frito,Semanal,67,0,5,Lento,Bajo,0,False,3
4777,Pizza,Diario,100,9,0,Aceptable,Alto,7,False,4
4778,Hot Dogs,Semanal,31,10,10,Rápido,Alto,8,True,2
4779,Tacos,Semanal,54,5,8,Aceptable,Bajo,5,True,9
4780,Tacos,Quincenal,102,1,1,Rápido,Bajo,1,False,1
4781,Pizza,Quincenal,108,3,7,Rápido,Bajo,4,True,0
4782,Hot Dogs,Mensual,34,9,5,Lento,Medio,3,True,7
4783,Pollo Frito,Semanal,71,4,2,Lento,Bajo,4,True,10
4784,Tacos,Quincenal,100,3,9,Aceptable,Bajo,5,True,5
4785,Tacos,Semanal,108,10,0,Aceptable,Bajo,7,False,2
4786,Hamburguesas,Semanal,114,5,5,Lento,Medio,0,False,1
4787,Tacos,Mensual,112,0,2,Lento,Alto,6,True,9
4788,Pollo Frito,Quincenal,105,10,6,Rápido,Medio,10,True,5
4789,Pollo Frito,Diario,118,1,5,Aceptable,Medio,7,True,0
4790,Pizza,Mensual,117,0,9,Rápido,Alto,0,False,0
4791,Tacos,Mensual,92,2,0,Rápido,Bajo,9,False,0
4792,Hamburguesas,Mensual,35,1,8,Lento,Alto,4,True,1
4793,Hamburguesas,Semanal,118,8,2,Lento,Medio,4,True,5
4794,Hot Dogs,Quincenal,65,1,6,Rápido,Alto,4,True,0
4795,Pizza,Diario,59,3,0,Aceptable,Alto,0,False,4
4796,Hot Dogs,Mensual,41,0,8,Lento,Bajo,1,True,8
4797,Hot Dogs,Semanal,78,1,5,Aceptable,Medio,9,True,10
4798,Pollo Frito,Diario,74,6,6,Lento,Alto,3,False,0
4799,Hot Dogs,Quincenal,91,9,1,Lento,Bajo,4,True,0
4800,Pizza,Semanal,48,10,7,Lento,Bajo,3,False,9
4801,Hot Dogs,Quincenal,43,9,10,Lento,Bajo,9,True,2
4802,Pollo Frito,Semanal,21,0,8,Aceptable,Alto,4,True,0
4803,Pizza,Mensual,38,1,5,Lento,Medio,7,True,7
4804,Hamburguesas,Diario,90,6,4,Lento,Medio,3,True,7
4805,Hot Dogs,Semanal,70,8,7,Rápido,Alto,2,True,5
4806,Hot Dogs,Mensual,101,7,6,Aceptable,Alto,9,False,6
4807,Tacos,Diario,114,8,3,Aceptable,Bajo,9,True,7
4808,Pizza,Semanal,34,0,3,Rápido,Medio,4,True,3
4809,Hamburguesas,Semanal,55,9,6,Aceptable,Medio,10,False,3
4810,Pizza,Semanal,72,8,3,Rápido,Medio,1,True,10
4811,Hot Dogs,Semanal,108,7,3,Aceptable,Bajo,2,True,1
4812,Tacos,Quincenal,56,3,10,Lento,Bajo,3,False,2
4813,Hamburguesas,Semanal,21,1,8,Rápido,Bajo,3,True,10
4814,Hot Dogs,Semanal,31,1,3,Lento,Medio,4,True,7
4815,Tacos,Diario,76,9,4,Lento,Medio,5,False,2
4816,Pizza,Semanal,91,10,0,Rápido,Alto,4,True,4
4817,Pollo Frito,Quincenal,34,3,10,Rápido,Medio,9,False,0
4818,Hot Dogs,Mensual,71,2,1,Lento,Bajo,5,True,5
4819,Tacos,Mensual,107,10,3,Rápido,Bajo,2,False,3
4820,Pizza,Diario,108,1,5,Lento,Alto,7,False,8
4821,Pizza,Mensual,83,3,10,Lento,Alto,7,False,3
4822,Hamburguesas,Quincenal,117,10,6,Aceptable,Alto,1,False,6
4823,Hot Dogs,Quincenal,60,8,8,Rápido,Medio,10,True,1
4824,Tacos,Quincenal,115,0,1,Lento,Medio,4,False,10
4825,Hot Dogs,Mensual,38,7,9,Aceptable,Bajo,4,False,3
4826,Pollo Frito,Mensual,82,10,1,Aceptable,Medio,4,False,3
4827,Tacos,Semanal,60,7,7,Rápido,Medio,0,True,3
4828,Hot Dogs,Semanal,114,9,6,Lento,Alto,8,True,0
4829,Pollo Frito,Quincenal,56,4,3,Rápido,Medio,6,False,1
4830,Hot Dogs,Diario,97,6,3,Lento,Bajo,9,False,3
4831,Pizza,Diario,96,3,9,Lento,Bajo,4,True,3
4832,Hot Dogs,Mensual,41,6,7,Rápido,Medio,8,False,3
4833,Pollo Frito,Quincenal,40,6,7,Aceptable,Alto,9,False,6
4834,Hamburguesas,Quincenal,38,9,7,Aceptable,Alto,0,False,8
4835,Hamburguesas,Semanal,72,8,4,Aceptable,Alto,10,True,10
4836,Pizza,Diario,101,9,8,Lento,Medio,1,False,2
4837,Pollo Frito,Mensual,20,9,0,Aceptable,Medio,6,False,10
4838,Pollo Frito,Diario,79,5,9,Lento,Alto,2,False,6
4839,Pizza,Diario,75,10,4,Rápido,Bajo,8,True,10
4840,Pollo Frito,Diario,87,3,2,Rápido,Alto,7,True,8
4841,Hamburguesas,Quincenal,61,7,6,Rápido,Medio,5,True,4
4842,Tacos,Semanal,102,10,7,Aceptable,Medio,4,False,4
4843,Pollo Frito,Quincenal,46,1,1,Lento,Bajo,4,True,7
4844,Hamburguesas,Mensual,76,10,5,Rápido,Medio,2,True,6
4845,Tacos,Diario,90,8,2,Lento,Medio,3,True,5
4846,Pizza,Diario,74,1,5,Lento,Bajo,1,True,8
4847,Tacos,Semanal,65,2,7,Rápido,Alto,5,True,1
4848,Tacos,Mensual,108,6,4,Lento,Medio,2,False,10
4849,Hamburguesas,Diario,34,9,3,Rápido,Medio,10,True,5
4850,Pizza,Semanal,68,1,9,Rápido,Alto,5,False,4
4851,Pizza,Diario,77,3,4,Aceptable,Bajo,1,False,5
4852,Hamburguesas,Quincenal,35,6,7,Rápido,Bajo,3,False,5
4853,Hamburguesas,Semanal,113,3,1,Aceptable,Bajo,4,True,5
4854,Pizza,Quincenal,118,8,3,Rápido,Bajo,3,False,5
4855,Pizza,Diario,118,4,6,Rápido,Alto,9,True,4
4856,Hamburguesas,Diario,33,3,6,Aceptable,Medio,4,True,4
4857,Pizza,Quincenal,99,9,3,Aceptable,Alto,9,False,1
4858,Pizza,Semanal,66,6,0,Lento,Alto,2,False,6
4859,Hamburguesas,Diario,106,10,6,Rápido,Medio,9,True,10
4860,Pizza,Mensual,105,0,0,Lento,Alto,6,False,10
4861,Tacos,Diario,50,10,5,Lento,Bajo,3,True,8
4862,Hot Dogs,Diario,87,10,4,Aceptable,Alto,8,True,7
4863,Pizza,Mensual,99,4,5,Aceptable,Medio,10,False,1
4864,Pollo Frito,Quincenal,100,2,3,Aceptable,Medio,10,False,10
4865,Tacos,Quincenal,112,3,5,Lento,Alto,1,True,10
4866,Pollo Frito,Mensual,20,4,0,Lento,Alto,10,False,8
4867,Tacos,Quincenal,100,7,5,Aceptable,Medio,4,False,3
4868,Tacos,Semanal,20,2,2,Lento,Medio,7,False,5
4869,Pollo Frito,Diario,40,0,4,Rápido,Medio,2,False,8
4870,Tacos,Quincenal,94,5,9,Aceptable,Medio,4,True,1
4871,Hot Dogs,Semanal,67,6,9,Lento,Medio,2,True,7
4872,Pollo Frito,Mensual,105,10,0,Lento,Alto,1,True,2
4873,Pollo Frito,Mensual,102,4,7,Aceptable,Medio,1,True,8
4874,Hamburguesas,Quincenal,96,5,4,Aceptable,Medio,8,True,3
4875,Pizza,Mensual,98,4,9,Aceptable,Alto,9,True,5
4876,Hamburguesas,Diario,20,9,6,Lento,Bajo,8,False,7
4877,Pizza,Mensual,107,3,6,Rápido,Bajo,9,False,0
4878,Hot Dogs,Semanal,58,7,9,Aceptable,Alto,1,False,5
4879,Tacos,Quincenal,27,3,9,Rápido,Bajo,9,True,0
4880,Hot Dogs,Quincenal,108,4,5,Rápido,Alto,7,False,7
4881,Hamburguesas,Mensual,50,7,6,Rápido,Alto,10,False,9
4882,Hamburguesas,Diario,67,3,6,Lento,Medio,4,False,3
4883,Pizza,Quincenal,35,3,2,Aceptable,Medio,3,False,7
4884,Pollo Frito,Quincenal,97,7,1,Rápido,Medio,2,False,9
4885,Tacos,Diario,116,6,2,Rápido,Medio,4,True,0
4886,Hamburguesas,Semanal,39,0,6,Rápido,Bajo,5,True,4
4887,Pizza,Quincenal,111,4,6,Aceptable,Medio,2,True,4
4888,Pizza,Mensual,81,4,10,Lento,Bajo,7,True,10
4889,Hot Dogs,Quincenal,94,1,7,Aceptable,Bajo,7,False,4
4890,Hamburguesas,Semanal,77,5,0,Aceptable,Alto,1,False,3
4891,Pollo Frito,Mensual,60,0,8,Rápido,Alto,1,True,3
4892,Hot Dogs,Semanal,106,5,1,Lento,Alto,3,False,7
4893,Hamburguesas,Mensual,107,1,2,Rápido,Medio,4,True,9
4894,Hamburguesas,Mensual,37,0,4,Rápido,Alto,0,True,0
4895,Hot Dogs,Semanal,85,6,7,Rápido,Alto,1,False,6
4896,Hot Dogs,Semanal,88,1,5,Aceptable,Alto,2,False,8
4897,Pollo Frito,Quincenal,40,1,6,Rápido,Alto,8,True,3
4898,Hot Dogs,Semanal,62,1,3,Rápido,Alto,3,False,2
4899,Pollo Frito,Semanal,63,4,9,Aceptable,Bajo,7,False,9
4900,Hot Dogs,Diario,56,6,1,Lento,Medio,3,False,5
4901,Tacos,Semanal,61,10,6,Aceptable,Medio,4,True,7
4902,Tacos,Quincenal,116,5,5,Lento,Bajo,4,True,8
4903,Tacos,Semanal,54,2,2,Aceptable,Bajo,10,True,10
4904,Hamburguesas,Quincenal,70,3,8,Lento,Bajo,2,False,4
4905,Hot Dogs,Diario,52,9,9,Aceptable,Alto,2,False,9
4906,Pollo Frito,Diario,39,1,6,Rápido,Bajo,4,True,10
4907,Pollo Frito,Semanal,44,9,1,Aceptable,Bajo,6,True,4
4908,Pizza,Mensual,61,5,3,Lento,Alto,4,False,10
4909,Pizza,Diario,24,3,8,Rápido,Bajo,10,True,8
4910,Hot Dogs,Semanal,54,1,4,Aceptable,Medio,8,False,4
4911,Pollo Frito,Quincenal,43,9,3,Aceptable,Alto,8,True,5
4912,Hamburguesas,Diario,23,8,2,Lento,Bajo,0,True,5
4913,Hot Dogs,Quincenal,115,1,8,Lento,Medio,0,True,3
4914,Pizza,Diario,59,0,8,Rápido,Alto,1,False,9
4915,Hamburguesas,Semanal,94,1,7,Lento,Medio,8,True,4
4916,Pollo Frito,Diario,115,3,1,Rápido,Bajo,10,False,4
4917,Pollo Frito,Quincenal,118,8,7,Rápido,Alto,10,True,0
4918,Tacos,Mensual,54,9,7,Aceptable,Alto,5,True,8
4919,Hamburguesas,Quincenal,102,2,7,Lento,Medio,8,True,5
4920,Pizza,Semanal,112,10,1,Lento,Medio,3,True,5
4921,Pollo Frito,Quincenal,39,3,6,Lento,Bajo,3,True,10
4922,Pizza,Diario,71,5,0,Aceptable,Alto,7,False,0
4923,Pizza,Semanal,110,3,10,Aceptable,Bajo,7,True,6
4924,Pollo Frito,Diario,47,7,0,Lento,Alto,0,True,3
4925,Hamburguesas,Diario,65,2,0,Lento,Alto,7,False,10
4926,Hot Dogs,Diario,76,8,0,Rápido,Medio,6,False,7
4927,Hot Dogs,Mensual,118,0,2,Rápido,Medio,4,True,1
4928,Hamburguesas,Quincenal,25,4,4,Aceptable,Medio,9,True,7
4929,Hot Dogs,Mensual,41,2,9,Aceptable,Bajo,9,False,6
4930,Pollo Frito,Semanal,116,5,6,Lento,Bajo,4,False,3
4931,Hot Dogs,Diario,30,8,3,Lento,Bajo,9,False,0
4932,Hamburguesas,Quincenal,71,2,10,Rápido,Medio,0,False,0
4933,Hot Dogs,Semanal,41,2,9,Lento,Medio,6,True,8
4934,Pizza,Mensual,75,0,3,Lento,Alto,8,True,0
4935,Hamburguesas,Quincenal,89,4,2,Lento,Medio,4,False,6
4936,Hamburguesas,Diario,94,5,7,Aceptable,Medio,0,False,3
4937,Hot Dogs,Semanal,28,10,7,Aceptable,Alto,6,False,0
4938,Hot Dogs,Diario,71,6,4,Rápido,Bajo,1,False,8
4939,Tacos,Semanal,64,9,5,Aceptable,Alto,5,False,1
4940,Pollo Frito,Quincenal,115,6,0,Aceptable,Medio,7,True,2
4941,Pollo Frito,Semanal,85,4,10,Lento,Bajo,4,True,0
4942,Hamburguesas,Semanal,35,8,2,Lento,Alto,0,False,6
4943,Pizza,Diario,41,3,2,Aceptable,Medio,1,True,6
4944,Hot Dogs,Diario,49,4,3,Rápido,Alto,6,False,10
4945,Hamburguesas,Quincenal,39,1,6,Rápido,Bajo,10,False,9
4946,Hamburguesas,Diario,40,4,6,Rápido,Alto,0,True,10
4947,Pizza,Diario,53,1,5,Lento,Alto,6,False,2
4948,Hamburguesas,Quincenal,74,7,6,Rápido,Medio,2,False,3
4949,Pizza,Semanal,78,1,1,Rápido,Alto,9,False,4
4950,Hamburguesas,Semanal,27,8,2,Aceptable,Bajo,10,True,4
4951,Pizza,Diario,49,6,8,Rápido,Alto,2,False,6
4952,Pollo Frito,Quincenal,117,1,1,Rápido,Bajo,1,True,6
4953,Hot Dogs,Mensual,93,5,10,Rápido,Alto,10,True,3
4954,Pizza,Diario,68,3,2,Aceptable,Alto,7,False,3
4955,Hamburguesas,Mensual,117,7,0,Rápido,Medio,6,True,6
4956,Tacos,Mensual,95,1,6,Lento,Alto,9,True,5
4957,Hot Dogs,Diario,82,2,1,Lento,Medio,0,False,4
4958,Pizza,Semanal,62,0,8,Aceptable,Medio,2,True,10
4959,Pollo Frito,Quincenal,111,6,4,Rápido,Alto,0,True,6
4960,Tacos,Quincenal,78,8,8,Lento,Medio,9,False,7
4961,Hot Dogs,Quincenal,90,2,6,Aceptable,Medio,7,False,4
4962,Hot Dogs,Semanal,38,10,4,Lento,Alto,0,True,5
4963,Tacos,Diario,85,0,10,Lento,Alto,5,False,7
4964,Hamburguesas,Diario,24,1,4,Lento,Bajo,1,False,5
4965,Tacos,Quincenal,20,10,7,Rápido,Alto,4,False,9
4966,Pollo Frito,Diario,70,0,4,Lento,Bajo,6,False,8
4967,Tacos,Diario,58,9,9,Lento,Bajo,3,False,8
4968,Hamburguesas,Mensual,64,9,7,Rápido,Medio,7,True,5
4969,Hamburguesas,Diario,110,2,3,Aceptable,Bajo,4,False,7
4970,Tacos,Semanal,86,8,6,Lento,Alto,6,True,8
4971,Hot Dogs,Quincenal,39,9,6,Lento,Bajo,0,True,4
4972,Pizza,Quincenal,66,2,1,Rápido,Medio,0,False,5
4973,Hamburguesas,Quincenal,72,0,0,Rápido,Medio,3,False,8
4974,Pollo Frito,Quincenal,107,6,8,Rápido,Medio,7,True,4
4975,Pizza,Semanal,45,9,2,Lento,Bajo,4,True,9
4976,Hamburguesas,Diario,89,6,7,Lento,Bajo,4,False,8
4977,Tacos,Quincenal,72,10,1,Rápido,Medio,9,False,4
4978,Tacos,Quincenal,101,4,6,Aceptable,Medio,2,True,10
4979,Hot Dogs,Quincenal,55,8,7,Rápido,Bajo,3,True,0
4980,Pollo Frito,Semanal,51,5,4,Rápido,Bajo,1,False,1
4981,Tacos,Diario,54,3,4,Aceptable,Alto,8,True,10
4982,Hamburguesas,Quincenal,108,5,9,Rápido,Bajo,10,False,6
4983,Hamburguesas,Semanal,79,0,0,Aceptable,Alto,1,True,0
4984,Pollo Frito,Mensual,109,1,8,Rápido,Medio,0,False,6
4985,Hot Dogs,Diario,77,5,2,Rápido,Alto,6,False,8
4986,Pollo Frito,Mensual,109,7,8,Rápido,Bajo,4,False,0
4987,Hot Dogs,Quincenal,110,7,5,Lento,Alto,7,True,5
4988,Pollo Frito,Diario,105,9,3,Lento,Medio,3,False,1
4989,Tacos,Diario,108,10,0,Aceptable,Bajo,1,False,9
4990,Hamburguesas,Mensual,52,3,5,Aceptable,Alto,7,False,3
4991,Pollo Frito,Quincenal,87,10,4,Rápido,Alto,3,False,0
4992,Pizza,Quincenal,46,3,1,Rápido,Bajo,10,False,6
4993,Tacos,Quincenal,30,10,4,Lento,Medio,5,False,1
4994,Tacos,Mensual,80,10,9,Lento,Medio,8,False,0
4995,Tacos,Semanal,84,1,2,Rápido,Bajo,9,True,0
4996,Pollo Frito,Diario,95,2,10,Lento,Medio,1,True,3
4997,Hot Dogs,Mensual,82,0,0,Lento,Bajo,7,True,0
4998,Tacos,Semanal,71,5,3,Lento,Medio,10,False,7
4999,Hot Dogs,Quincenal,55,3,4,Lento,Alto,4,False,3
5000,Hot Dogs,Mensual,101,2,7,Aceptable,Medio,8,True,1
5001,Tacos,Mensual,59,7,7,Lento,Alto,1,False,1
5002,Hot Dogs,Diario,84,2,5,Lento,Medio,9,True,2
5003,Hot Dogs,Quincenal,52,7,10,Lento,Alto,4,True,2
5004,Pizza,Quincenal,77,7,3,Rápido,Bajo,6,True,6
5005,Tacos,Diario,79,4,5,Aceptable,Alto,2,False,2
5006,Pollo Frito,Diario,53,6,6,Aceptable,Bajo,0,True,6
5007,Hot Dogs,Mensual,34,3,5,Rápido,Alto,7,False,4
5008,Hot Dogs,Mensual,113,5,9,Lento,Medio,9,True,8
5009,Pizza,Diario,65,4,3,Rápido,Alto,7,True,5
5010,Pollo Frito,Quincenal,94,6,9,Lento,Alto,5,False,10
5011,Hamburguesas,Quincenal,37,3,10,Rápido,Medio,5,True,5
5012,Pollo Frito,Diario,43,4,6,Rápido,Bajo,10,False,1
5013,Pizza,Quincenal,45,6,4,Lento,Medio,4,True,6
5014,Tacos,Quincenal,111,7,4,Aceptable,Bajo,3,False,4
5015,Hamburguesas,Quincenal,35,4,3,Lento,Medio,1,False,8
5016,Pizza,Diario,101,8,3,Lento,Bajo,7,True,3
5017,Hot Dogs,Diario,70,8,7,Aceptable,Alto,2,True,6
5018,Hot Dogs,Diario,51,9,5,Lento,Medio,4,True,7
5019,Tacos,Diario,103,0,8,Aceptable,Medio,6,True,7
5020,Hot Dogs,Semanal,59,6,0,Rápido,Alto,8,False,10
5021,Pizza,Mensual,73,0,9,Aceptable,Alto,5,False,10
5022,Tacos,Diario,83,0,7,Lento,Bajo,7,False,6
5023,Pizza,Mensual,98,1,1,Aceptable,Bajo,0,False,0
5024,Hamburguesas,Mensual,44,9,5,Aceptable,Alto,5,False,2
5025,Hot Dogs,Semanal,68,7,6,Aceptable,Alto,2,True,10
5026,Pizza,Semanal,74,1,4,Rápido,Alto,5,False,9
5027,Tacos,Quincenal,27,2,9,Lento,Alto,2,False,2
5028,Pizza,Quincenal,105,4,1,Rápido,Bajo,7,True,8
5029,Hamburguesas,Diario,69,5,5,Lento,Bajo,7,True,5
5030,Hamburguesas,Diario,88,3,0,Aceptable,Alto,0,False,10
5031,Hot Dogs,Mensual,54,9,8,Lento,Bajo,2,False,9
5032,Tacos,Quincenal,107,1,4,Rápido,Medio,4,True,2
5033,Hot Dogs,Mensual,53,10,2,Rápido,Medio,10,False,6
5034,Tacos,Semanal,28,10,1,Lento,Medio,4,True,3
5035,Pollo Frito,Semanal,115,9,6,Lento,Bajo,2,False,5
5036,Tacos,Quincenal,89,4,8,Rápido,Bajo,9,False,2
5037,Tacos,Semanal,46,4,2,Rápido,Alto,8,True,7
5038,Tacos,Diario,41,0,0,Aceptable,Medio,0,False,5
5039,Tacos,Semanal,82,10,1,Lento,Bajo,6,False,8
5040,Tacos,Mensual,84,2,1,Aceptable,Bajo,7,True,0
5041,Tacos,Quincenal,115,7,0,Lento,Medio,4,True,4
5042,Hot Dogs,Semanal,104,8,8,Rápido,Medio,8,True,9
5043,Hot Dogs,Diario,92,2,4,Aceptable,Alto,9,False,9
5044,Tacos,Diario,76,9,9,Rápido,Bajo,5,True,4
5045,Pizza,Mensual,71,0,8,Lento,Bajo,0,True,6
5046,Hot Dogs,Mensual,114,1,9,Aceptable,Medio,4,False,8
5047,Hot Dogs,Semanal,74,6,3,Aceptable,Alto,1,False,4
5048,Pollo Frito,Semanal,76,9,10,Lento,Bajo,2,True,5
